x0,y0,x1,y1,name,elev_in,elev_out,length,junc_in,junc_out,roughness,elev_in_of,elev_out_of
12709809.4358,2549709.2802,12709820.2593,2549682.0296,SWD4013553,5.75,5.19,29.32138,SMH4012815,SMH4012816,0.015,0.0,0.0
12709751.811,2549729.0425,12709746.1407,2549708.0113,SWD4013555,5.47,5.24,21.782187,SMH4012818,SMH4012819,0.015,0.0,0.07000000000000028
12709746.1407,2549708.0113,12709748.9619,2549701.1761,SWD4013556,5.17,5.142,7.394534,SMH4012819,SMH4081522,0.015,0.0,0.0
12709772.4514,2549794.1593,12709802.971,2549714.0028,SWD4013550,6.33,5.51,85.770102,SMH4012812,SMH4012813,0.015,0.0,0.08000000000000007
12709802.971,2549714.0028,12709817.5729,2549677.0282,SWD4013551,5.43,5.1,39.753447,SMH4012813,SMH4012817,0.015,0.0,0.0
12709814.6365,2549716.0133,12709809.4358,2549709.2802,SWD4013552,5.81,5.75,8.507756,SMH4012814,SMH4012815,0.015,0.0,0.0
12709766.2627,2549659.2555,12709774.4363,2549638.7003,SWD4014728,4.97,4.41,22.120669,SMH4012821,SMH4084623,0.015,0.0,0.0
12710052.1528,2549029.1638,12710043.8118,2549043.9233,SWD4025967,15.73,15.6,16.953322,SMH4023730,SMH4023731,0.015,0.0,0.0
12710648.502,2549838.228,12710630.5521,2549841.2031,SWD4031673,34.63,34.32,18.194784,SMH4028764,SMH4028751,0.015,0.0,0.0
12710638.7782,2549852.3554,12710648.502,2549838.228,SWD4031682,34.93,34.63,17.150385,SMH4028763,SMH4028764,0.015,0.0,0.0
12710791.1156,2549660.0065,12710785.7142,2549681.7408,SWD4031683,61.54,59.48,22.395422,SMH4029153,SMH4028765,0.015,0.0,0.0
12710785.7142,2549681.7408,12710768.4294,2549741.509,SWD4031684,59.48,53.79,62.217377,SMH4028765,SMH4028766,0.015,0.0,0.0
12710370.4567,2550002.09,12710366.3418,2550003.0573,SWD4031581,16.45,15.92,4.227064,SMH4028675,SMH4028620,0.015,0.0,0.23000000000000043
12710360.1357,2549888.5336,12710370.4933,2549882.379,SWD4031612,18.15,17.39,12.048194,SMH4028701,SMH4028585,0.015,0.0,0.0
12710354.8142,2549923.3013,12710358.7516,2549923.742,SWD4031619,18.36,18.06,3.961986,SWD4031619,SMH4028705,0.015,0.0,0.0
12710343.6366,2550240.7822,12710336.3968,2550227.2958,SWD4032176,14.74,14.44,15.306786,SMH4029217,SMH4029218,0.015,0.0,0.0
12710768.4294,2549741.509,12710746.8223,2549804.5372,SWD4031685,53.79,47.83,66.628978,SMH4028766,SMH4028767,0.015,0.0,0.0
12710746.8223,2549804.5372,12710734.938,2549834.9646,SWD4031686,47.83,45.33,32.665934,SMH4028767,SMH4028768,0.015,0.0,0.0
12710726.2961,2549865.3927,12710718.7342,2549891.4739,SWD4031688,42.7,39.771,27.155319,SMH4028781,SMH4028769,0.015,0.0,0.0
12710718.7342,2549891.4739,12710714.4122,2549903.4273,SWD4031689,39.771,38.48,12.710761,SMH4028769,SMH4028770,0.015,0.0,0.0799999999999983
12710706.8501,2549932.7683,12710699.2874,2549962.1087,SWD4031691,36.99,36.22,30.299398,SMH4028771,SMH4028772,0.015,0.0,0.240000000000002
12710274.4755,2549705.4444,12710260.7611,2549676.9394,SWD4032562,14.56,14.26,31.632575,SMH4028565,SWD40325621,0.015,0.0,0.0
12710514.1212,2550220.6705,12710512.3164,2550223.7552,SWD4031539,16.76,16.54,3.573888,SMH4028640,SMH4028635,0.015,0.0,0.0
12710537.4908,2550172.4824,12710536.9536,2550175.7407,SWD4031546,17.99,17.89,3.302287,SMH4028642,SMH4028643,0.015,0.16999999999999815,0.0
12710319.1762,2549615.2637,12710315.8595,2549617.5002,SWD4032047,19.16,18.77,4.000304,SMH4029105,SMH4029106,0.015,0.0,2.1400000000000006
12710577.5046,2549521.8152,12710575.4709,2549523.7779,SWD4032068,34.97,34.78,2.826327,SMH4029123,SMH4029124,0.015,0.0,0.0
12710487.9236,2550273.7218,12710479.8991,2550279.261,SWD4032179,15.16,14.961,10.16058,SMH4028636,SWD40321791,0.015,0.0,0.0
12710443.9637,2549430.4491,12710418.5869,2549465.0127,SWD4032573,36.74,34.62,42.879184,SMH4029076,SMH4029077,0.015,0.0,1.9799999999999969
12710286.9494,2549580.1732,12710280.9421,2549585.6311,SWD4032032,16.88,16.26,8.116423,SMH4029091,SBP40027601,0.015,0.0,0.0
12710609.8703,2549326.8367,12710572.5051,2549323.0741,SWD4032034,50.54,49.19,37.554165,SMH4029092,SMH4029093,0.015,0.0,0.9099999999999966
12710572.5051,2549323.0741,12710562.4047,2549358.1411,SWD4032035,48.28,47.13,36.492637,SMH4029093,SMH4029094,0.015,0.0,0.9100000000000037
12710554.3644,2549392.4728,12710543.5232,2549432.9864,SWD4032037,44.5,43.14,41.939044,SMH4029095,SMH4029096,0.015,0.0,0.9299999999999997
12710543.5232,2549432.9864,12710528.1241,2549475.498,SWD4032038,42.21,40.13,45.214692,SMH4029096,SMH4029097,0.015,0.0,1.2700000000000031
12710494.6424,2549502.6781,12710451.5885,2549520.8578,SWD4032040,36.77,35.08,46.734781,SMH4029098,SMH4029099,0.015,0.0,0.6000000000000014
12710405.2579,2549573.8787,12710357.8469,2549575.4482,SWD4032043,29.61,28.4,47.436971,SMH4029101,SMH4029102,0.015,0.0,1.0599999999999987
12710357.8469,2549575.4482,12710343.3433,2549590.5385,SWD4032044,27.34,26.63,20.930159,SMH4029102,SMH4029103,0.015,0.0,1.9299999999999997
12710332.7528,2549601.6176,12710319.1762,2549615.2637,SWD4032046,22.31,21.56,19.249419,SMH4029104,SMH4029105,0.015,0.0,2.3999999999999986
12710315.8595,2549617.5002,12710306.9913,2549621.5249,SWD4032048,16.63,16.35,9.738746,SMH4029106,SMH4029107,0.015,0.0,0.0
12710300.1538,2549624.4544,12710290.7177,2549619.8429,SWD4032050,16.2,16.17,10.502662,SMH4029108,SMH4029109,0.015,0.0,0.0
12710290.7177,2549619.8429,12710280.9421,2549585.6311,SWD4032051,16.36,16.26,35.581029,SMH4029109,SBP40027601,0.015,0.18999999999999773,0.0
12710266.4656,2550141.3926,12710260.4561,2550150.0869,SWD4031509,13.75,13.63,10.569056,SMH4028604,SMH4028605,0.015,0.0,0.0
12710278.4753,2550123.6203,12710273.5865,2550120.0935,SWD4031511,14.1,14.06,6.028158,SMH4028607,SMH4028602,0.015,0.0,0.9700000000000006
12710268.5918,2550114.8998,12710273.5865,2550120.0935,SWD4031512,14.16,14.06,7.205661,SWD4031512,SMH4028602,0.015,0.0,0.9700000000000006
12710304.7551,2550064.9973,12710310.299,2550067.1963,SWD4031514,14.93,14.63,5.964095,SMH4028610,SMH4028611,0.015,0.0,0.6900000000000013
12710301.2377,2550062.8723,12710304.7551,2550064.9973,SWD4031516,15.23,14.93,4.109468,SWD4031516,SMH4028610,0.015,0.0,0.0
12710386.2977,2549921.1166,12710383.6814,2549944.544,SWD4031518,17.42,16.9,23.573037,SMH4028615,SMH4028616,0.015,0.0,0.0
12710383.6814,2549944.544,12710378.7028,2549966.019,SWD4031519,16.9,16.48,22.044548,SMH4028616,SMH4028617,0.015,0.0,0.0
12710369.5119,2549991.6516,12710362.9935,2550003.098,SWD4031521,15.89,15.7,13.172305,SMH4028618,SMH4028619,0.015,0.0,0.019999999999999574
12710366.3418,2550003.0573,12710365.3492,2550007.5316,SWD4031523,15.69,15.25,4.583079,SMH4028620,SMH4059900,0.015,0.0,0.0
12710479.8991,2550279.261,12710461.6729,2550271.2265,SWD4031530,14.961,14.57,19.918523,SWD40321791,SMH4028402,0.015,0.0,0.0
12710597.9625,2550259.4913,12710560.1993,2550240.2705,SWD4031536,21.66,19.25,42.373322,SMH4028632,SMH4028633,0.015,0.0,0.0
12710512.3164,2550223.7552,12710491.0225,2550268.3559,SWD4031540,16.54,15.18,49.423199,SMH4028635,SMH4081940,0.015,0.0,0.0
12710579.1585,2550195.8911,12710536.9536,2550175.7407,SWD4031542,21.87,18.01,46.768496,SMH4028638,SMH4028643,0.015,1.0,0.120000000000001
12710273.3573,2549802.3045,12710276.4282,2549797.0538,SWD4031457,24.3,22.76,6.082785,SMH4028557,SMH4028558,0.015,0.0,0.0
12710276.4282,2549797.0538,12710279.3387,2549792.1084,SWD4031458,22.76,21.11,5.738292,SMH4028558,SMH4028559,0.015,0.0,0.0
12710279.3387,2549792.1084,12710282.7068,2549786.3568,SWD4031459,21.11,19.73,6.665208,SMH4028559,SMH4028560,0.015,0.0,0.0
12710292.1104,2549628.0857,12710290.7177,2549619.8429,SWD4032053,16.28,16.17,8.359627,SMH4029111,SMH4029109,0.015,0.0,0.0
12710364.5097,2549600.9294,12710357.8469,2549575.4482,SWD4032054,27.64,27.34,26.33789,SWD4032054,SMH4029102,0.015,0.0,0.0
12710337.111,2550059.0685,12710329.2761,2550070.668,SWD4031526,13.05,12.75,13.997645,SMH4028623,SBP40098201,0.015,0.0,0.0
12710261.9209,2550170.7459,12710248.7872,2550162.7675,SWD40315292,11.94,11.84,15.367138,SBP40136822,SMH4028409,0.015,0.16699999999999982,0.0
12710211.411,2550201.561,12710199.147,2550174.1941,SWD4031532,12.57,12.37,29.989213,SMH4028627,SMH4028628,0.015,0.0,0.009999999999999787
12710199.147,2550174.1941,12710214.6459,2550159.0008,SWD4031533,12.36,12.26,21.703739,SMH4028628,SMH4028629,0.015,0.0,0.009999999999999787
12710313.5542,2550062.1871,12710328.2686,2550072.2087,SWD4031548,14.98,13.28,17.802978,SMH4028613,SWD40315481,0.015,1.1600000000000001,0.33000000000000007
12710323.8283,2550057.0243,12710317.6788,2550054.3988,SWD4031549,15.16,15.01,6.686524,SMH4028644,SMH4028600,0.015,0.0,0.7599999999999998
12709872.1121,2549869.0221,12709876.9886,2549856.3033,SWD4031380,7.58,6.92,13.621605,SMH4028484,SMH4028485,0.015,0.0,0.0
12710101.0897,2549738.4179,12710100.5277,2549731.6277,SWD4032564,11.0,10.9,6.813418,SMH4028539,SWD40325641,0.015,0.8300000000000001,0.0
12710658.2069,2549236.2124,12710641.9095,2549303.9817,SWD4032061,56.32,51.94,69.701386,SMH4029116,SWD4032062,0.015,0.0,0.0
12710633.3605,2549340.5313,12710621.6638,2549384.1894,SWD4032063,49.12,45.73,45.197815,SMH4029118,SMH4029119,0.015,0.0,0.0
12710282.7068,2549786.3568,12710288.6893,2549782.967,SWD4031460,19.73,18.03,6.876122,SMH4028560,SMH4028561,0.015,0.0,0.0
12710304.7986,2549773.0133,12710314.219,2549767.2036,SWD4031462,16.34,15.88,11.067816,SMH4028562,SMH4028563,0.015,0.0,0.0
12710314.219,2549767.2036,12710317.3815,2549753.66,SWD4031463,15.88,15.1,13.90793,SMH4028563,SMH4028588,0.015,0.0,0.0
12710232.6788,2549723.6951,12710240.7947,2549741.862,SWD4031466,19.78,18.62,19.897339,SMH4028566,SMH4028567,0.015,0.0,1.3800000000000026
12710026.0836,2549780.1437,12710020.6655,2549771.3302,SWD4032566,8.82,8.52,10.345704,SMH4029502,SWD40325661,0.015,0.0,0.0
12709879.1169,2549858.566,12709876.9886,2549856.3033,SWD4031381,8.03,7.07,3.10636,SMH4028486,SMH4028485,0.015,0.0,0.15000000000000036
12710555.2297,2549319.524,12710506.2109,2549344.0762,SWD4032056,46.12,43.22,54.823839,SMH4029113,SMH4029114,0.015,0.0,0.0
12710506.2109,2549344.0762,12710470.2353,2549393.1988,SWD4032057,43.22,39.39,60.887385,SMH4029114,SMH4029075,0.015,0.0,0.0
12710612.3519,2549417.8145,12710602.5672,2549459.9471,SWD4032065,42.75,39.61,43.253859,SMH4029120,SMH4029121,0.015,0.0,0.0
12710240.7947,2549741.862,12710273.3043,2549744.474,SWD4031467,17.24,16.36,32.614362,SMH4028567,SMH4028568,0.015,0.0,0.019999999999999574
12710206.1574,2549843.9389,12710202.309,2549836.58,SWD4031470,27.22,26.92,8.304432,SMH4028570,SMH4028571,0.015,0.0,0.060000000000002274
12709881.7386,2549852.4097,12709885.0688,2549844.353,SWD4031383,7.85,7.47,8.717835,SMH4028487,SMH4028488,0.015,0.0,0.21999999999999975
12709877.3595,2549831.015,12709880.3443,2549823.4557,SWD4031385,7.61,7.39,8.127241,SMH4028489,SMH4028490,0.015,0.0,0.0
12709882.5245,2549817.4934,12709891.5457,2549817.2968,SWD4031387,7.15,6.37,9.023342,SMH4028491,SMH4028492,0.015,0.0,0.0
12709886.3502,2549840.3313,12709891.4875,2549826.8359,SWD4031388,7.63,7.49,14.440141,SMH4028493,SMH4028494,0.015,0.0,0.0
12709886.2151,2549814.601,12709888.2266,2549808.035,SWD4031390,7.43,7.39,6.867204,SWD4031390,SMH4075020,0.015,0.0,0.02999999999999936
12709891.1803,2549795.6347,12709903.6187,2549767.9707,SWD4031391,7.18,6.75,30.331678,SMH4028496,SMH4028497,0.015,0.0,0.0
12709896.0728,2549759.1507,12709904.7705,2549753.1446,SWD4031394,6.91,6.61,10.569921,SWD4031394,SMH4028499,0.015,0.0,0.0
12709891.5457,2549817.2968,12709901.8819,2549790.6363,SWD4031396,6.37,6.25,28.594043,SMH4028492,SMH4028501,0.015,0.0,0.0
12709913.2877,2549762.109,12709911.1281,2549751.4111,SWD4031397,6.34,5.89,10.918493,SMH4028502,SWD40324952,0.015,0.0,0.0
12709908.0638,2549899.2341,12709909.4178,2549895.1639,SWD4031398,11.46,11.36,4.289504,SMH4028503,SMH4028504,0.015,0.0,0.0
12709909.4178,2549895.1639,12709911.9557,2549889.0665,SWD4031399,11.36,11.28,6.604485,SMH4028504,SMH4028505,0.015,0.0,0.0
12709911.9557,2549889.0665,12709914.2515,2549883.2212,SWD4031400,11.28,11.05,6.279986,SMH4028505,SMH4028506,0.015,0.0,0.0
12709914.2515,2549883.2212,12709922.2447,2549875.5317,SWD4031401,11.05,10.54,11.091423,SMH4028506,SMH4028507,0.015,0.0,0.0
12709882.0507,2549842.748,12709891.5457,2549817.2968,SWD4032180,6.729,6.37,27.164657,SWD40313821,SMH4028492,0.015,0.0,0.0
12710026.0856,2549784.7712,12710026.0836,2549780.1437,SWD4032470,8.96,8.82,4.6275,SMH4029501,SMH4029502,0.015,0.0,0.0
12710030.8953,2549779.9653,12710026.0836,2549780.1437,SWD4032471,9.12,8.82,4.815006,SMH4029503,SMH4029502,0.015,0.0,0.0
12709922.2447,2549875.5317,12709943.6007,2549822.3583,SWD4031402,10.54,7.41,57.301738,SMH4028507,SMH4028508,0.015,0.0,0.07000000000000028
12710049.5788,2549943.4143,12710025.1832,2549908.2177,SWD4031404,7.32,7.15,42.824595,SMH4028509,SMH4028510,0.015,0.0,0.020000000000000462
12709992.4872,2549899.2216,12709999.7782,2549893.9219,SWD4031406,9.03,8.73,9.013629,SWD4031406,SMH4028512,0.015,0.0,0.019999999999999574
12710645.2644,2549955.5914,12710631.3742,2549948.337,SWD4031694,34.41,34.21,15.671852,SMH4028774,SMH4028778,0.015,0.0,0.0
12710357.139,2549666.5256,12710364.4018,2549671.3736,SWD4031483,21.13,19.63,8.732203,SMH4028582,SMH4028583,0.015,0.0,1.0599999999999987
12710560.1993,2550240.2705,12710525.3517,2550223.2946,SWD4031537,19.25,17.03,38.762564,SMH4028633,SMH4028634,0.015,0.0,0.0
12710013.1207,2550137.8533,12710039.4811,2550152.0207,SWD4031271,28.02,27.85,29.926341,SMH4028372,SMH4028373,0.015,0.0,0.0
12710113.1471,2550188.5487,12710119.3618,2550191.8972,SWD4031274,26.44,26.15,7.059387,SMH4028375,SMH4086360,0.015,0.0,0.0
12710146.8897,2550189.2282,12710152.2351,2550183.973,SWD4031278,17.46,14.36,7.496027,SMH4028379,SMH4028380,0.015,0.0,0.0
12710173.3105,2550164.9649,12710180.0946,2550160.4904,SWD4031281,13.69,12.85,8.126818,SMH4028382,SMH4028383,0.015,0.0,0.0
12710146.9721,2549478.9483,12710183.073,2549517.7875,SWD4032023,28.65,24.94,53.026017,SMH4029085,SMH4029086,0.015,0.0,0.7699999999999996
12710183.073,2549517.7875,12710221.8324,2549544.7312,SWD4032024,24.17,20.83,47.204386,SMH4029086,SMH4029087,0.015,0.0,0.0
12710520.1569,2550299.6059,12710505.1317,2550290.3956,SWD4031297,16.053,15.12,17.623458,SMH4028400,SMH4028401,0.015,0.0,0.0
12710505.1317,2550290.3956,12710479.8991,2550279.261,SWD4031298,15.12,14.961,27.580127,SMH4028401,SWD40321791,0.015,0.0,0.0
12709870.3884,2549661.349,12709866.0054,2549674.4776,SWD4031358,5.229,5.06,13.840911,SWD40313581,SWD40313582,0.015,0.0,0.0
12710305.5069,2549725.4765,12710274.4755,2549705.4444,SWD4031465,14.96,14.56,36.935522,SMH4028564,SMH4028565,0.015,0.0,0.0
12710279.881,2549728.9244,12710274.4755,2549705.4444,SWD4031469,15.9,15.02,24.094187,SMH4028569,SMH4028565,0.015,0.0,0.4599999999999991
12710314.7887,2549701.4155,12710304.8985,2549683.739,SWD4031474,16.86,16.56,20.255239,SMH4028573,SMH4028574,0.015,0.0,0.0
12710304.8985,2549683.739,12710288.512,2549668.7369,SWD4031475,16.56,15.58,22.216669,SMH4028574,SBP40027641,0.015,0.0,0.8699999999999992
12710323.3595,2549652.3525,12710288.512,2549668.7369,SWD4031476,14.91,14.71,38.507101,SMH4028575,SBP40027641,0.015,0.0,0.0
12710379.6761,2549665.2966,12710364.4018,2549671.3736,SWD4031477,20.26,19.96,16.438801,SMH4028577,SMH4028583,0.015,0.0,1.3900000000000006
